,BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
864,2, Brookefield,12.966,77.719,1200,100000,22000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-22000/ff80818151b485ff0151b8e6f7ac22a1/detail
866,2, Whitefield,12.947,77.721,1241,100000,21000,Semi Furnished,3-5 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-21000/8a9fa28776b3c1ff0176b466dbd82930/detail
868,1, Ramamurthy Nagar,13.009,77.672,350,40000,6500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-ramamurthy-nagar-bangalore-for-rs-6500/8a9f828974de96db0174dfadc30d726e/detail
869,3, Vidyaranyapura,13.091,77.544,1400,100000,15000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-vidyaranyapura-bangalore-for-rs-15000/ff8081815848283101584932b4503963/detail
870,2, Domlur,12.962,77.635,1100,300000,27000,Semi Furnished,>10 years ,All,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-domlur-bangalore-for-rs-27000/8a9f9222763304a201763350e66929c0/detail
872,2, Rk Hegde Nagar,13.068,77.63,1150,180000,17500,Semi Furnished,Newly Constructed,Family,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rk-hegde-nagar-bangalore-for-rs-17500/8a9f93ed75d90c9a0175d96003390830/detail
876,2, Whitefield,12.979,77.753,700,65000,13000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-13000/ff80818151a5dc100151a601756401a4/detail
877,3, Whitefield,12.964,77.753,2185,150000,30000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-30000/ff80818158b140f60158b3abbe5515d2/detail
880,2, Koramangala,12.919,77.634,910,125000,18750,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-18750/ff8081816812553701681286ea041c88/detail
882,1, Hsr Layout,12.907,77.633,600,40000,13500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-13500/ff8081815e2dd535015e2dde5adf04c7/detail
884,3, Jalahalli West,13.064,77.536,1730,150000,23000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalahalli-west-bangalore-for-rs-23000/ff80818153e996110153ea3003450875/detail
885,3, Mahadevapura,12.993,77.667,1370,100000,20000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-pai-layout-mahadevapura-bangalore-for-rs-20000/8a9f920673e358da0173e39ec0cf160d/detail
886,3, Kadugodi,12.992,77.751,1500,175000,27000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-27000/8a9f8cb3710c94cb01710cfdad8f1538/detail
888,2, Hsr Layout,12.917,77.632,1100,100000,19000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-19000/ff808181556d896201556e3e04cd1d05/detail
890,3, Btm Layout,12.911,77.606,1000,100000,25000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-btm-layout-bangalore-for-rs-25000/8a9f91f472cc42b30172d057178e59a7/detail
891,2, Horamavu,13.018,77.665,930,120000,12000,UnFurnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-12000/8a9f8a1372796576017279cb4cc82c42/detail
892,3, Bellandur,12.93,77.674,1351,100000,40000,Full Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-40000/8a9f9377765aeaf601765b4998de25bf/detail
893,3, Begur,12.888,77.637,1310,150000,15000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-begur-bangalore-for-rs-15000/ff8081816b2c7330016b2d3797130a35/detail
894,3, Yeswanthpur,13.025,77.549,1699,380000,30000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-yeswanthpur-bangalore-for-rs-30000/8a9f91b574d35a080174d4ef41af05f3/detail
895,3, Whitefield,12.948,77.722,1503,100000,19000,Semi Furnished,3-5 years ,All,16-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-19000/ff808181654a1d3c01655345496418d0/detail
897,2, Horamavu,13.029,77.665,1400,100000,16000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-16000/ff808181593029640159304ca82602a2/detail
898,2, Hbr Layout,13.038,77.631,775,150000,15000,Semi Furnished,5-10 years ,All,14-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hbr-layout-bangalore-for-rs-15000/8a9f919c76141e8e01761459c6cc1198/detail
900,2, Bellandur,12.926,77.7,1240,100000,21000,Full Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-21000/8a9f914774baf65f0174bb240d641218/detail
901,2, Whitefield,12.975,77.758,1165,120000,24000,Full Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hagadur-immadihalli-whitefield-bangalore-for-rs-24000/ff8081816ead102c016ead8ba115578d/detail
904,2, Bellandur,12.925,77.672,1350,150000,29000,Full Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-29000/ff8081815ab805ff015ac17a99ed04f0/detail
905,2, Whitefield,12.968,77.741,1135,120000,20000,Semi Furnished,5-10 years ,Family,14-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20000/8a9f91687636de4d0176377618a03ab8/detail
906,3, Brookefield,12.967,77.712,1200,250000,25000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-25000/ff808181585a46f80158664375ff715d/detail
907,2, Hoodi,12.99,77.714,1290,150000,22000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-22000/8a9f93f47612330e017612af056528a9/detail
909,2, Whitefield,12.969,77.733,1115,120000,25000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-25000/8a9f97b776a7868b0176a7cbbf631127/detail
910,3, Hebbal,13.034,77.594,1350,100000,23000,Semi Furnished,3-5 years ,Family,31-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-23000/8a9f93fa702f86f701702fd78a851d17/detail
911,2, Chikkakannalli,12.901,77.705,1144,50000,15000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-15000/ff80818166709ee40166767c12c05743/detail
912,3, Electronic City,12.841,77.649,1200,52350,21721,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-21721/8a9f91e17550e7c7017550f188b702eb/detail
913,3, Kadugodi,12.984,77.752,1839,200000,32000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-32000/ff8081816ecac0c0016ecb9dcbd87727/detail
916,3, Marathahalli,12.957,77.707,1583,250000,32000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-32000/8a9f923375afc4b20175b0ba1f9644b1/detail
917,3, Whitefield,12.967,77.736,2052,90000,23000,Semi Furnished,Newly Constructed,All,16-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-23000/8a9f923573f1ac830173f5eb56ae14c5/detail
919,1, Marathahalli,12.947,77.704,500,40000,11000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-11000/8a9f82197520bdb8017520f28c301cf2/detail
922,3, Horamavu,13.016,77.665,1100,80000,15000,Semi Furnished,>10 years ,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hoysala-nagar-horamavu-bangalore-for-rs-15000/ff8081815405953e0154059f453a009f/detail
923,2, Indiranagar,12.964,77.637,900,100000,16000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-indira-nagar-bangalore-for-rs-16000/ff8081815c771eae015c77d2f28e56c4/detail
925,2, Doddanekkundi,12.975,77.681,950,60000,15500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vignana-nagar-doddanekundi-doddanekkundi-bangalore-for-rs-15500/ff80818162002b6b016200e15016348f/detail
926,2, Nagavara,13.042,77.614,1330,100000,22000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-nagavara-bangalore-for-rs-22000/8a9f91fe6fc33ce7016fc3d463211688/detail
927,2, Rt Nagar,13.021,77.593,900,175000,16500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rt-nagar-bangalore-for-rs-16500/8a9f91f5762248600176229659ee1c97/detail
929,2, Brookefield,12.971,77.715,1382,150000,28000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-28000/8a9f908276cacee70176cb5988fa05ae/detail
930,3, Whitefield,12.983,77.755,1550,100000,28000,Semi Furnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-28000/ff80818162e6a1b90162ed3013e83092/detail
931,3, Btm Layout 1,12.917,77.619,950,150000,22000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-btm-layout-1-bangalore-for-rs-22000/ff808181677df26901677e7fad334f2f/detail
932,2, Hennur Gardens,13.036,77.65,820,100000,11000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-11000/8a9f93fa758d2b9001758d6f44172406/detail
933,2, Hennur Gardens,13.038,77.638,1200,160000,17000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-17000/ff80818152308f40015235d310dd3b3c/detail
936,3, Hoodi,12.992,77.719,1395,125000,25000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-25000/8a9f9f8276c20a220176c24178f81710/detail
937,3, Whitefield,12.971,77.75,1675,120000,21000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-21000/ff808181623e3b0801623e5f45d21242/detail
939,2, Krishnarajapura,13.006,77.728,1080,150000,15000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-15000/ff8081815a94ecdf015a9763c69d51fe/detail
943,2, Electronic City,12.822,77.66,1275,100000,19000,Semi Furnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-19000/ff8081815603420b01560569632123a7/detail
944,2, Whitefield,12.969,77.738,1255,110000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-20000/8a9f916d7579300201757e25b55b00e6/detail
946,2, Ejipura,12.94,77.628,1100,150000,25000,Semi Furnished,>10 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ejipura-bangalore-for-rs-25000/ff808181615af46301615f9d4a35526c/detail
951,3, Brookefield,12.961,77.724,1312,150000,28000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-28000/ff808181679825d601679920d6df4196/detail
952,2, Yelahanka,13.132,77.577,1155,110000,14500,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yelahanka-bangalore-for-rs-14500/ff808181699f9b8001699ffbe5a71741/detail
953,3, Electronic City,12.84,77.65,1860,200000,26000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-26000/ff80818162e6a3300162ebfc024c1cd1/detail
954,3, Bilekahalli,12.903,77.605,1775,250000,35000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bilekahalli-bangalore-for-rs-35000/8a9fa7827692ed5601769303ec24041f/detail
955,2, Hsr Layout,12.916,77.652,1200,125000,26300,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-26300/ff808181652973bc01652e1e800a0217/detail
956,2, Mahadevapura,12.99,77.702,1290,200000,29500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-29500/8a9fac8276a82c7a0176a8b244e12c08/detail
958,2, Whitefield,12.949,77.723,1210,100000,18000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-18000/ff8081816b17bf88016b17ca0d8d05f6/detail
959,3, Bellandur,12.929,77.687,2000,150000,38000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-38000/ff808181634db4f801634dba0943024a/detail
960,2, Mahadevapura,12.997,77.679,1085,100000,18000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-18000/ff8081816f0423d0016f0820436b1cfe/detail
962,2, Kasavanahalli,12.902,77.675,1375,150000,22000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-22000/8a9f933e75a770560175a9c2251b5278/detail
963,2, Hennur Gardens,13.039,77.647,1200,195000,19500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--hennur-gardens-bangalore-for-rs-19500/ff8081816b07407a016b078061c82878/detail
964,2, Bellandur,12.921,77.674,1250,180000,33000,Full Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-33000/ff8081816e02eb81016e08ae1d7151f7/detail
971,2, Rr Nagar,12.921,77.517,750,100000,11000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-11000/ff8081816636713b01663892b4b34f9a/detail
972,3, Harlur,12.915,77.666,1450,150000,29000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-harlur-bangalore-for-rs-29000/8a9f923475afdf550175b09f337933f9/detail
973,2, Jayanagar,12.925,77.595,1220,320000,31000,Semi Furnished,>10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-31000/ff80818162e6a1b90162ecee29cb1920/detail
974,1, Koramangala,12.935,77.612,600,90000,17500,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-17500/8a9f9236753a10a501753b3dcd7707bd/detail
975,2, Jayanagar,12.929,77.592,850,100000,16000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-16000/ff8081816c28df2d016c28e2653b017a/detail
977,2, Doddakannelli,12.924,77.696,1221,300000,31000,Semi Furnished,3-5 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-31000/8a9fb1af76a8d0890176a8fa583c0d44/detail
978,2, Kasavanahalli,12.907,77.676,1500,80000,25000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-25000/ff808181695868db01695b74716a5012/detail
980,2, Koramangala,12.931,77.63,1150,100000,28000,UnFurnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-28000/8a9f9179760a73c501760a7ec99f01c9/detail
981,2, Doddanekkundi,12.969,77.694,1200,60000,17000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddanekkundi-bangalore-for-rs-17000/ff8081815ebd9b46015ebda75ce601b3/detail
982,3, Mahadevapura,12.994,77.684,1659,200000,36000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-36000/8a9f92bf76c819950176c8e15268461e/detail
983,2, Haralur,12.899,77.658,900,60000,16000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--haralur-bangalore-for-rs-16000/ff8081816976d8df01697a5902f1430b/detail
984,2, Bellandur,12.922,77.665,1120,150000,26000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-26000/ff808181682c436201682cbb21054079/detail
986,1, Bommanahalli,12.911,77.625,250,15000,6500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-bommanahalli-bangalore-for-rs-6500/ff8081815dd6701e015ddfdf88716e4d/detail
987,1, Hsr Layout,12.908,77.643,600,50000,11000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-11000/ff8081815d08cdd6015d0c18fbea6a77/detail
988,3, Krishnarajapura,13.008,77.751,1500,120000,20000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-krishnarajapura-bangalore-for-rs-20000/ff80818160d4d1be0160d577cbbf3c3c/detail
989,2, Parappana Agrahara,12.885,77.66,860,70000,13500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-parappana-agrahara-bangalore-for-rs-13500/8a9f93cc74929023017496d532e52f32/detail
990,2, Varthur,12.93,77.74,1216,138000,23000,Semi Furnished,1-3 years ,Family,04-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-23000/ff80818169fc3c450169fe2125e079c9/detail
991,3, Brookefield,12.966,77.72,1535,65000,22000,Semi Furnished,5-10 years ,Family,01-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-brookefield-bangalore-for-rs-22000/8a9f94c476cacddb0176ce6922bf2f36/detail
992,2, Koramangala,12.926,77.632,1320,130000,29000,Semi Furnished,>10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-29000/8a9f82b07555995a017559eab3331b0d/detail
