BHK,Address,Latitude,Longitude,Size(Acres),Deposit(Rs),Rent(Rs),Furnishing,Property Age,Available For, Immediate Possesion,Link
3, Shanti Nagar,12.96,77.602,1500,200000,34000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-shanti-nagar-bangalore-for-rs-34000/8a9f80e270239169017023bd79f41adc/detail
2, Chikkakannalli,12.896,77.702,1264,150000,22000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkakannalli-bangalore-for-rs-22000/ff8081816755d48c0167560813dd0d78/detail
2, Konanakunte,12.883,77.566,1238,140000,14000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-konanakunte-bangalore-for-rs-14000/8a9f91e17550e7c70175537e86c753db/detail
2, Hennur Gardens,13.025,77.65,900,50000,15000,Semi Furnished,1-3 years ,All,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hennur-gardens-bangalore-for-rs-15000/ff80818166d7e41e0166d83084bd1b9c/detail
1, Hoodi,13.004,77.719,500,50000,8500,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-8500/ff80818163fd9fda016402b8898862bd/detail
2, Sahakar Nagar,13.061,77.582,750,150000,18000,Semi Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sahakar-nagar-bangalore-for-rs-18000/8a9f93237599284d01759998b2fd21c0/detail
2, Rt Nagar,13.02,77.594,1000,200000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-ganganagar-rt-nagar-bangalore-for-rs-20000/8a9f915b750c567001750c8a5e081967/detail
2, Koramangala,12.941,77.618,600,120000,16000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-koramangala-8th-block-koramangala-bangalore-for-rs-16000/8a9f913975fe8bc60175fea7cee906e8/detail
3, Malleswaram,12.992,77.571,1400,300000,30000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-malleswaram-bangalore-for-rs-30000/ff8081816749432701674a52ffc6415c/detail
2, Doddakannelli,12.906,77.693,1100,120000,25000,Semi Furnished,1-3 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-25000/ff8081816daf0b42016dafbece4372c6/detail
2, Sahakar Nagar,13.059,77.586,1100,45000,15500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sahakar-nagar-bangalore-for-rs-15500/8a9fa58276b70afc0176b79f2e0a304d/detail
2, Sahakar Nagar,13.059,77.586,1100,45000,15500,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sahakar-nagar-bangalore-for-rs-15500/8a9fa58276b70afc0176b79f2e0a304d/detail
2, Vrr Vista Apartments,12.999,77.722,1040,100000,18000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-vrr-vista-apartments-bangalore-for-rs-18000/ff808181529c01fc0152a02236b71815/detail
2, Rr Nagar,12.913,77.521,750,75000,11000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rr-nagar-bangalore-for-rs-11000/ff8081814db850bd014db97b8b8a0d57/detail
3, Indira Nagar,12.983,77.645,1450,200000,33000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-indira-nagar-bangalore-for-rs-33000/ff8081816eaa8386016eab8591610a93/detail
3, Electronic City Phase I,12.849,77.651,1565,70000,20000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-electronic-city-phase-i-bangalore-for-rs-20000/8a9f829d75ac77630175ac7a37d40088/detail
2, Kodihalli,12.962,77.647,1050,300000,28000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kodihalli-bangalore-for-rs-28000/8a9f9e8276cd8d010176cdccfc86172e/detail
1, Murgesh Pallya,12.957,77.654,700,70000,12000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-murgesh-pallya-bangalore-for-rs-12000/ff8081816d0f5753016d1160d12d6fc0/detail
2, Sultanpalya,13.025,77.603,1200,180000,16500,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sultanpalya-bangalore-for-rs-16500/8a9f92a475cb55800175cbb31ee1288f/detail
2, Chikkabellandur,12.902,77.707,1272,100000,22000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chikkabellandur-bangalore-for-rs-22000/8a9f928474c49acc0174cd68ebcd3709/detail
3, Marathahalli,12.957,77.707,1534,200000,30000,Semi Furnished,>10 years ,Family,15-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-marathahalli-bangalore-for-rs-30000/8a9f91b17457edf7017458271f50209d/detail
3, Basavanagara,12.971,77.68,1600,200000,31000,Semi Furnished,3-5 years ,Family,14-Feb-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-basavanagara-bangalore-for-rs-31000/ff8081814eb4c278014eb50fa3b2025c/detail
2, Banswadi,13.017,77.655,1200,150000,22500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-banswadi-bangalore-for-rs-22500/ff8081815ee7a1c1015eeb0cfbcd7b1e/detail
2, Chambenahalli,12.882,77.769,995,100000,15000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-chambenahalli-bangalore-for-rs-15000/ff808181660b098d01660be4774f4752/detail
2, Whitefield,12.98,77.736,800,40000,16000,Semi Furnished,Newly Constructed,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-16000/ff8081816e96ba2a016e97117695593b/detail
3, Doddakannelli,12.915,77.685,1320,80000,21000,Semi Furnished,3-5 years ,Family,18-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddakannelli-bangalore-for-rs-21000/ff808181599713b20159a2630981471f/detail
2, Mahadevapura,12.994,77.667,850,85000,15500,Semi Furnished,Newly Constructed,All,14-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-pai-layout-mahadevapura-bangalore-for-rs-15500/ff808181693505ab0169374cd1f9304a/detail
3, Whitefield,12.965,77.749,1500,125000,22500,Semi Furnished,5-10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-22500/8a9f9147744311160174432ab1960e5a/detail
2, Whitefield,12.973,77.733,985,120000,17000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-17000/ff8081815eab0f69015eacf9d4b70e43/detail
2, Arekere,12.884,77.595,1150,100000,17000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-arekere-bangalore-for-rs-17000/ff8081816ba1b8d0016ba1e3ada823f6/detail
2, Kadubeesanahalli,12.934,77.698,1195,150000,27000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadubeesanahalli-bangalore-for-rs-27000/ff80818166c599b50166c8e4b05f74d5/detail
2, Kadubeesanahalli,12.934,77.698,1195,150000,27000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadubeesanahalli-bangalore-for-rs-27000/ff80818166c599b50166c8e4b05f74d5/detail
2, Jp Nagar,12.907,77.575,1210,250000,25000,Semi Furnished,5-10 years ,All,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-25000/ff808181553aea3801553ea9f3a92de6/detail
2, Bellandur,12.917,77.678,1093,100000,21500,Semi Furnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-21500/ff808181620eb34b01621966a2591612/detail
2, Mahadevapura,12.99,77.691,1120,100000,17500,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-mahadevapura-bangalore-for-rs-17500/ff8080814924654401492b4ae60d02b5/detail
2, Horamavu,13.041,77.656,1200,60000,14000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-horamavu-bangalore-for-rs-14000/ff8081816763794d016763a9a7590e3f/detail
3, Near Adarsh Palm Retreat.,12.925,77.676,1650,150000,25000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-doddankalli-bellandur-road-near-adarsh-palm-retreat.-bangalore-for-rs-25000/8a9fc2827676a1940176773139d214aa/detail
2, Electronic City,12.848,77.666,1250,100000,19000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-electronic-city-bangalore-for-rs-19000/8a9f9f8276bb5bf20176c19ea49927d3/detail
3, Whitefield,12.969,77.741,1600,150000,23000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-23000/ff8081815b8ed11c015b9543388765b3/detail
2, Jayanagar,12.933,77.587,1150,200000,30000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jayanagar-bangalore-for-rs-30000/8a9f8b966f431ceb016f457ca2a51e5f/detail
3, Kasavanahalli,12.908,77.676,1200,100000,17000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-17000/ff80818154198f57015422dc20f4770f/detail
3, Whitefield,12.97,77.763,1430,75000,21000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-immadihalli-whitefield-bangalore-for-rs-21000/ff808181644f7151016450989f287765/detail
3, Koramangala,12.927,77.637,1950,300000,46000,Full Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-koramangala-bangalore-for-rs-46000/8a9f918476653a2501766548daab05b3/detail
2, Kasavanahalli,12.908,77.678,1197,100000,18000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-18000/ff8081815f62db5b015f673d976f1ebd/detail
1, Chinnapanna Halli,12.966,77.703,500,40000,10000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-chinnapanna-halli-bangalore-for-rs-10000/8a9f920c751cd9f201751e33e0e97b6c/detail
1, Doddanekkundi,12.972,77.694,600,50000,9500,Semi Furnished,1-3 years ,All,01-Feb-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-doddanekkundi-bangalore-for-rs-9500/8a9f92d974f1e1dd0174f360ffc44e86/detail
2, Hrbr Layout,13.021,77.643,1200,210000,21000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hrbr-layout-bangalore-for-rs-21000/ff8081815d40e3b3015d40e94c7c02f9/detail
2, Kengeri Hobli,12.882,77.471,883,100000,13000,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kengeri-hobli-bangalore-for-rs-13000/8a9f84d06f708264016f70d7717b11b3/detail
2, Jp Nagar,12.898,77.589,1070,150000,19000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-19000/ff8081816e2b9b61016e30ae2cc728f5/detail
3, Bellandur,12.925,77.672,1350,150000,24000,Semi Furnished,>10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-24000/ff8081815c49895b015c52ccaecf2b8e/detail
2, Hebbal Kempapura,13.05,77.598,1200,200000,20000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hebbal-kempapura-bangalore-for-rs-20000/ff8081816bc61845016bcc320ddd0471/detail
3, Harlur,12.905,77.663,3300,300000,52000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-harlur-bangalore-for-rs-52000/ff808181674ff29b0167500b4c730cb3/detail
2, Rmv Extension Stage 2,13.042,77.57,1200,125000,20000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-rmv-extension-stage-2-bangalore-for-rs-20000/8a9f92367669bc4e01766a1d03b21a93/detail
2, Basapura,12.867,77.655,600,50000,8500,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-basapura-bangalore-for-rs-8500/8a9f86e8701a3b8101701a6bfae115fb/detail
3, Hennur Main Road ,13.033,77.638,1600,200000,32000,Semi Furnished,5-10 years ,Family,18-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hennur-main-road--bangalore-for-rs-32000/8a9fa98276b757bb0176b85b28e953f9/detail
2, New Tippasandra,12.976,77.653,620,120000,18000,UnFurnished,>10 years ,All,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-new-tippasandra-bangalore-for-rs-18000/8a9fa88376b70afe0176b7fa6e6a4c78/detail
2, Kadugodi,12.992,77.751,1124,60000,17000,Semi Furnished,1-3 years ,All,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-17000/8a9f82ed7651ee13017652300618127e/detail
1, Hongasandra,12.896,77.621,750,40000,9000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hongasandra-bangalore-for-rs-9000/8a9f91e873a924880173b057f66042c5/detail
1, Hoodi,12.989,77.715,600,60000,12500,Semi Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-12500/ff80818162f7981d0163004f5a7a7716/detail
1, Btm 1st Stage,12.923,77.613,700,60000,11500,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-btm-1st-stage-bangalore-for-rs-11500/8a9f913675bb8a0a0175bbf416831ab5/detail
3, Indiranagar,12.965,77.64,1800,250000,40000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-indiranagar-bangalore-for-rs-40000/8a9f92267458e04101745c5822eb69cc/detail
3, Hoodi,12.991,77.713,1500,100000,27000,Full Furnished,1-3 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-hoodi-bangalore-for-rs-27000/ff8081816a9b9a0b016a9bdf74861ee6/detail
3, Jalahalli East,13.073,77.535,1260,200000,22000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-jalahalli-east-bangalore-for-rs-22000/ff8081816ab0dc30016ab0e3ee0802ec/detail
2, Thanisandra,13.085,77.645,1080,200000,23000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-thanisandra-bangalore-for-rs-23000/8a9f93077503766c0175038b94f70897/detail
2, Singasandra,12.874,77.653,1299,100000,19000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-singasandra-bangalore-for-rs-19000/ff80818169471c7a01694762f7b12aaa/detail
2, Sanjay Nagar,13.037,77.579,1200,100000,18000,Semi Furnished,5-10 years ,Family,18-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-sanjay-nagar-bangalore-for-rs-18000/ff8081815a4c18d8015a4fb6084248de/detail
2, Hsr Layout,12.908,77.645,1200,150000,18000,Semi Furnished,>10 years ,Family,16-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-18000/8a9fa48276a44f120176a4c13f5c201a/detail
2, Harlur,12.894,77.662,1090,180000,30000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-harlur-bangalore-for-rs-30000/8a9f92db74f83cb30174f8491e9c06e0/detail
2, Panathur,12.939,77.72,1007,150000,23000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-panathur-bangalore-for-rs-23000/ff8081815b09b55e015b09dd04a30a6f/detail
1, C V Raman Nagar,12.981,77.667,700,50000,15000,Full Furnished,5-10 years ,Bachelors,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-c-v-raman-nagar-bangalore-for-rs-15000/8a9fb98276f947b90176f98f9d150362/detail
2, Haralur,12.899,77.657,800,100000,18000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-haralur-bangalore-for-rs-18000/8a9f920773e358d80173e680e3d2057c/detail
2, Shanti Nagar,12.957,77.605,900,200000,23500,Full Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in--shanti-nagar-bangalore-for-rs-23500/ff8081816aa14d96016aa17a0da70c42/detail
1, Electronic City,12.843,77.647,600,25000,9000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-electronics-city-phase-1-electronic-city-bangalore-for-rs-9000/8a9f90836fc34728016fc5e8c5d426f5/detail
1, Hsr Layout,12.908,77.649,600,50000,14000,Semi Furnished,5-10 years ,All,18-Jan-2021,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-14000/ff8081815e5b632a015e5ce854f424ab/detail
2, Bellandur,12.927,77.676,935,100000,18000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-18000/ff8081814c2dea94014c3cfc170623f5/detail
3, Bellandur,12.948,77.678,1607,400000,45000,Semi Furnished,Newly Constructed,All,18-Jan-2021,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-45000/8a9f92887649e20201764ad8c06a11b3/detail
3, Kodihalli,12.96,77.645,1450,250000,36000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kodihalli-bangalore-for-rs-36000/8a9f82d3756e060101756e53d50a2d6a/detail
2, Whitefield,12.951,77.718,1203,200000,30000,Semi Furnished,1-3 years ,Family,01-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-30000/8a9f9357730a5af701730af80b073e43/detail
2, Jp Nagar,12.901,77.59,800,60000,12000,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-jp-nagar-bangalore-for-rs-12000/ff8081815e4c7f52015e4da3323d2cb4/detail
2, Yeshwanthpur,13.025,77.549,1400,350000,35000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-yeshwanthpur-bangalore-for-rs-35000/8a9f82996fd71f42016fd729c79f057c/detail
2, Varthur,12.93,77.74,1216,200000,27000,Semi Furnished,1-3 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-varthur-bangalore-for-rs-27000/8a9fa882769f290601769f5499470c41/detail
3, Kasavanahalli,12.898,77.678,1888,200000,38000,Full Furnished,Newly Constructed,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-kasavanahalli-bangalore-for-rs-38000/8a9f8aec701f5556017022ddc61a25d8/detail
2, Domlur,12.961,77.639,1100,100000,24000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-domlur-bangalore-for-rs-24000/ff80818160556a2d016055ef362a2089/detail
2, Murugeshpalya,12.955,77.656,900,200000,23000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-murugeshpalya-bangalore-for-rs-23000/8a9f93cc75cc17240175cc69d70b203d/detail
2, Malleshwaram,13.008,77.561,700,100000,12000,Semi Furnished,>10 years ,Family,20-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-13th-main-road-malleshwaram-bangalore-for-rs-12000/8a9f998276e2bfd60176e2ef6eda1208/detail
3, Arekere Mico Layout,12.887,77.592,1100,150000,21500,Semi Furnished,3-5 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-arekere-mico-layout-bangalore-for-rs-21500/ff8081816ec05bcc016ec121077f5d68/detail
2, Hsr Layout,12.895,77.645,1034,200000,26000,Semi Furnished,1-3 years ,Family,17-Feb-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hsr-layout-bangalore-for-rs-26000/ff808181699115260169921887275259/detail
2, Bellandur,12.927,77.67,1100,100000,20000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-20000/ff808181671bdf0a01671c1636352315/detail
2, Attiguppe,12.959,77.532,750,100000,13000,Semi Furnished,>10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-attiguppe-bangalore-for-rs-13000/8a9f82e6750377940175072659584f3a/detail
2, Whitefield,12.947,77.718,1335,110000,21000,Full Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-21000/ff80818161742351016175a25964414f/detail
2, Hebbal,13.039,77.599,1200,130000,13000,Semi Furnished,5-10 years ,Family,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-hebbal-bangalore-for-rs-13000/ff8081815f0491da015f04ecafee24c9/detail
1, Neelasandra,12.95,77.611,750,100000,10000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-neelasandra-bangalore-for-rs-10000/ff808181649c914101649cc2064e1440/detail
2, Whitefield,12.966,77.755,1250,125000,18500,Semi Furnished,3-5 years ,All,15-Jan-2021,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-whitefield-bangalore-for-rs-18500/ff8081814df7f8f6014dfc29b6171cc5/detail
1, Kadugodi,12.997,77.765,400,20000,7000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/1-bhk-apartment-for-rent-in-kadugodi-bangalore-for-rs-7000/8a9f910674b06dfc0174b16e4c916908/detail
3, Bellandur,12.925,77.668,1400,150000,30000,Semi Furnished,5-10 years ,All,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-bellandur-bangalore-for-rs-30000/ff8081814d17f13e014d191f5ad009ed/detail
2, Arasinakunte,13.074,77.415,570,50000,6000,Semi Furnished,Newly Constructed,All,Ready to Move,https://www.nobroker.in/property/2-bhk-apartment-for-rent-in-arasinakunte-bangalore-for-rs-6000/8a9f8c28727b6eae01727d3f56051df9/detail
3, Chikkabellandur,12.902,77.707,1291,150000,30000,Semi Furnished,3-5 years ,Family,Ready to Move,https://www.nobroker.in/property/3-bhk-apartment-for-rent-in-chikkabellandur-bangalore-for-rs-30000/8a9f92e0742b1bfd01742e1ddfc11f3e/detail
